First Name,Last Name,Email,Phone,City,Company,Lead Source,Status,Created Date,,,,,,,
Amit,Levi,amit.levi@walla.co.il,0566411195,Tel Aviv,Sela Group,Event,IN PROGRESS,20.8.2025,,,,,,,
Nir,Malka,nir.malka@outlook.com,0542812519,Herzliya,Acme Ltd.,REFERRAL,CLOSED,13.9.2025,,,,,,,
Noa,Toledano,ntoledano@gmail.com,0584453591,Netanya,Delta Systems,REFERRAL,ACTIVE,14.6.2025,,,,,,,
Adi,Ben-David,adiben-david@yahoo.com,0509043979,Tel Aviv,TechCo,website,ACTIVE,1.1.2025,,,,,,,
Liat,Biton,lbiton@walla.co.il,0528768273,Herzliya,,Event,INACTIVE,21.6.2025,,,,,,,
Adi,Gabai,agabai@yahoo.com,0562284471,Holon,StartUp Co.,,ACTIVE,27.3.2025,,,,,,,
Eli,Dahan  ,eli.dahan@yahoo.com,0508890587,Herzliya,Delta Systems,website,ACTIVE,26.10.2025,,,,,,,
Shira,Ben-David,shira.ben-david@outlook.com,0545723937,Jerusalem,Acme Ltd,Website,CLOSED,27.10.2025,,,,,,,
Shani,Ben-David,sben-david@gmail.com,0514827652,Holon,StartUp Co.,website,INACTIVE,27.11.2025,,,,,,,
Yossi,Katz,yossi.katz@outlook.com,0578772422,Beer Sheva,,Event,ACTIVE,27.12.2025,,,,,,,
Uri,Sasson,uri.sasson@yahoo.com,0,Holon,Delta Systems,Referral,ACTIVE,7.4.2025,,,,,,,
Dana,Sasson,danasasson@gmail.com,0515955705,Holon,,REFERRAL,ACTIVE,20.3.2025,,,,,,,
Guy,Sasson,guy.sasson@hotmail.com,0521364851,Tel Aviv,Globex Inc,Website,CLOSED,27.8.2025,,,,,,,
Dana,Rosenberg,danarosenberg@walla.co.il,06619422,Beer Sheva,StartUp Co.,Cold Call,IN PROGRESS,10.12.2025,,,,,,,
Uri,Sasson,uri.sasson@hotmail.com,0535456445,Haifa,StartUp Co.,Referral,ACTIVE,3.2.2025,,,,,,,
Adi,Elbaz,aelbaz@hotmail.com,0534518395,Rishon Lezion,Globex Inc,REFERRAL,ACTIVE,16.9.2025,,,,,,,
Moshe,Rosenberg,moshe.rosenberg@walla.co.il,09326536,Jerusalem,Acme Ltd,Referral,ACTIVE,27.2.2025,,,,,,,
Amit,Mizrahi,amizrahi@gmail.com,0568043620,Tel Aviv,TechCo,Website,ACTIVE,3.11.2025,,,,,,,
Yossi,Sasson,yossisasson@hotmail.com,0,Haifa,Acme Ltd.,Event,IN PROGRESS,3.5.2025,,,,,,,
Rachel,Avraham,ravraham@yahoo.com,0,Beer Sheva,N/A,Social Media,ACTIVE,5.10.2025,,,,,,,
Yossi,Rosenberg,yossi.rosenberg@gmail.com,0511188082,Ramat Gan,Delta Systems,Event,ACTIVE,23.8.2025,,,,,,,
Hila,Amar,hilaamar@gmail.com,0546709938,Ramat Gan,Acme Ltd.,Social Media,INACTIVE,25.9.2025,,,,,,,
Yael,Rosenberg,yrosenberg@outlook.com,0524359525,Ramat Gan,Nexus Israel,Social Media,INACTIVE,17.2.2025,,,,,,,
Hila,Shapiro,hshapiro@outlook.com,08658614,Netanya,Delta Systems,Event,CLOSED,15.2.2025,,,,,,,
Yael,Shapiro,,0586161931,Haifa,Acme Ltd,Social Media,ACTIVE,28.3.2025,,,,,,,
Adi,Marom,adimarom@walla.co.il,0544469169,Haifa,Globex Inc,Referral,ACTIVE,22.11.2025,,,,,,,
Avi,Friedman,avifriedman@hotmail.com,0573938445,Beer Sheva,Delta Systems,Social Media,CLOSED,25.11.2025,,,,,,,
Gal,Cohen,gal.cohen@outlook.com,0597306018,Rishon Lezion,Nexus Israel,,ACTIVE,19.11.2025,,,,,,,
Noa,Azoulay,noaazoulay@gmail.com,0505879698,Netanya,Globex Inc,Referral,ACTIVE,14.6.2025,,,,,,,
Shira,Gabai,shiragabai@walla.co.il,0543365639,Tel Aviv,Delta Systems,Event,ACTIVE,16.1.2025,,,,,,,
Shani,Shapiro,sshapiro@yahoo.com,0515528798,Netanya,Acme Ltd,Event,CLOSED,24.10.2025,,,,,,,
Shani,Peretz,shaniperetz@gmail.com,0579445004,Jerusalem,Delta Systems,,CLOSED,7.2.2025,,,,,,,
Michal,Malka,michal.malka@gmail.com,0581147605,Tel Aviv,Globex Inc,Event,ACTIVE,5.9.2025,,,,,,,
Guy,Elbaz,gelbaz@hotmail.com,0539302838,Netanya,,,ACTIVE,14.10.2025,,,,,,,
Avi,Cohen,avi.cohen@yahoo.com,01518292,Herzliya,Acme Ltd.,Cold Call,ACTIVE,1.12.2025,,,,,,,
Adi,Ben-David,adiben-david@gmail.com,0588042560,Tel Aviv,Sela Group,REFERRAL,INACTIVE,22.11.2025,,,,,,,
Moshe,Sasson  ,moshesasson@walla.co.il,0557309161,Tel Aviv,Sela Group,Event,ACTIVE,26.8.2025,,,,,,,
Shani,Cohen,scohen@hotmail.com,0515558082,Beer Sheva,TechCo,website,ACTIVE,22.12.2025,,,,,,,
David,Avraham,david.avraham@yahoo.com,03017094,Haifa,StartUp Co.,Social Media,INACTIVE,26.2.2025,,,,,,,
Dana,Biton,dana.biton@hotmail.com,0523414331,Ramat Gan,TechCo,REFERRAL,INACTIVE,16.1.2025,,,,,,,
Sarah,Friedman  ,sfriedman@walla.co.il,05474003,Tel Aviv,Nexus Israel,Website,ACTIVE,26.12.2025,,,,,,,
Guy,Rosenberg,guyrosenberg@outlook.com,0,Ramat Gan,Nexus Israel,Referral,ACTIVE,26.10.2025,,,,,,,
Yosef,Levi,ylevi@walla.co.il,0526001312,Holon,StartUp Co.,Cold Call,ACTIVE,6.1.2025,,,,,,,
Yosef,Rosenberg,yosef.rosenberg@walla.co.il,02679055,Rishon Lezion,StartUp Co.,,ACTIVE,27.6.2025,,,,,,,
Rachel,Malka,rachel.malka@outlook.com,0541744682,Netanya,Globex Inc,REFERRAL,IN PROGRESS,11.10.2025,,,,,,,
Uri,Avraham,uri.avraham@walla.co.il,0562909496,Tel Aviv,,REFERRAL,IN PROGRESS,14.5.2025,,,,,,,
Ron,Avraham,ravraham@gmail.com,08731688,Tel Aviv,Acme Ltd,Website,ACTIVE,23.11.2025,,,,,,,
Maya,Katz,mayakatz@hotmail.com,0519100385,Holon,TechCo,website,ACTIVE,19.1.2025,,,,,,,
Shani,Friedman,sfriedman@yahoo.com,0515431506,Ramat Gan,TechCo,Website,ACTIVE,9.6.2025,,,,,,,
Rachel,Marom,rachel.marom@hotmail.com,0547282392,Beer Sheva,StartUp Co.,Cold Call,ACTIVE,16.12.2025,,,,,,,
Omer,Biton,,0,Beer Sheva,Globex Inc,Referral,ACTIVE,27.7.2025,,,,,,,
Sarah,Malka,smalka@outlook.com,04591226,Holon,Sela Group,REFERRAL,ACTIVE,4.12.2025,,,,,,,
Roni,Elbaz,ronielbaz@yahoo.com,09369684,Holon,,Social Media,ACTIVE,3.5.2025,,,,,,,
Tal,Ben-David,,02858053,Netanya,,Cold Call,IN PROGRESS,19.3.2025,,,,,,,
Yossi,Ben-David,yossi.ben-david@gmail.com,0566261082,Netanya,Sela Group,Website,ACTIVE,17.3.2025,,,,,,,
Eli,Friedman,eli.friedman@hotmail.com,0555357990,Petah Tikva,StartUp Co.,Event,ACTIVE,10.6.2025,,,,,,,
Gal,Malka,galmalka@walla.co.il,0562823906,Ramat Gan,Acme Ltd,,ACTIVE,8.2.2025,,,,,,,
Yosef,Friedman,yfriedman@walla.co.il,07757793,Petah Tikva,N/A,Website,CLOSED,3.12.2025,,,,,,,
Adi,Elbaz,adi.elbaz@gmail.com,0545057290,Beer Sheva,StartUp Co.,Cold Call,ACTIVE,3.11.2025,,,,,,,
David,Gabai,davidgabai@yahoo.com,0556284213,Ramat Gan,Delta Systems,REFERRAL,ACTIVE,17.11.2025,,,,,,,
Ron,Friedman,ron.friedman@walla.co.il,0516500924,Netanya,TechCo,Cold Call,IN PROGRESS,19.7.2025,,,,,,,
Noa,Gabai,noagabai@outlook.com,0569734129,Tel Aviv,Globex Inc,Event,ACTIVE,6.2.2025,,,,,,,
Roni,Levi,ronilevi@walla.co.il,0,Ramat Gan,Nexus Israel,REFERRAL,ACTIVE,27.9.2025,,,,,,,
Itai,Peretz,itaiperetz@yahoo.com,0549757466,Tel Aviv,TechCo,,ACTIVE,15.9.2025,,,,,,,
Avi,Azoulay,avi.azoulay@yahoo.com,0508390875,Haifa,Acme Ltd,Referral,ACTIVE,3.11.2025,,,,,,,
Nir,Mizrahi,nir.mizrahi@yahoo.com,0,Tel Aviv,Delta Systems,website,ACTIVE,25.6.2025,,,,,,,
Dana,Cohen,danacohen@outlook.com,0552105481,Beer Sheva,Nexus Israel,Social Media,INACTIVE,6.5.2025,,,,,,,
Uri,Azoulay,uazoulay@outlook.com,0516447428,Ramat Gan,Globex Inc,Website,IN PROGRESS,12.6.2025,,,,,,,
Eli,Dahan,eli.dahan@yahoo.com,0508890587,Herzliya,Delta Systems,website,ACTIVE,26.10.2025,,,,,,,
Sarah,Shapiro,sarahshapiro@yahoo.com,06995013,Herzliya,Acme Ltd,website,ACTIVE,17.5.2025,,,,,,,
Moshe,Sasson,moshesasson@walla.co.il,0557309161,Tel Aviv,Sela Group,Event,ACTIVE,26.8.2025,,,,,,,
Itai,Shapiro,ishapiro@hotmail.com,02560640,Ramat Gan,,REFERRAL,ACTIVE,4.6.2025,,,,,,,
Yosef,Cohen,yosefcohen@yahoo.com,0568776962,Jerusalem,Acme Ltd.,website,ACTIVE,17.1.2025,,,,,,,
Eli,Cohen,eli.cohen@yahoo.com,0513827180,Haifa,Globex Inc,Cold Call,ACTIVE,21.4.2025,,,,,,,
Adi,Shapiro,adi.shapiro@outlook.com,04132907,Rishon Lezion,Sela Group,Referral,ACTIVE,6.11.2025,,,,,,,
Tamar,Friedman,tfriedman@yahoo.com,07136259,Herzliya,Acme Ltd,REFERRAL,ACTIVE,25.8.2025,,,,,,,
Michal,Biton,michal.biton@walla.co.il,0582311382,Herzliya,Nexus Israel,Event,ACTIVE,10.5.2025,,,,,,,
Dor,Katz,dor.katz@gmail.com,0524629021,Jerusalem,,website,ACTIVE,16.5.2025,,,,,,,
Amit,Toledano,amittoledano@outlook.com,0562709243,Haifa,StartUp Co.,Referral,ACTIVE,12.10.2025,,,,,,,
Noa,Gabai,NOAGABAI@GMAIL.COM,0569879515,Herzliya,Acme Ltd.,website,ACTIVE,18.12.2025,,,,,,,
Nir,Gabai,nir.gabai@hotmail.com,0514113428,Tel Aviv,Acme Ltd.,REFERRAL,ACTIVE,17.11.2025,,,,,,,
Yossi,Shapiro,yshapiro@outlook.com,0544817541,Tel Aviv,Acme Ltd,Referral,INACTIVE,1.4.2025,,,,,,,
Sarah,Biton,sbiton@walla.co.il,06815749,Jerusalem,Acme Ltd,Event,ACTIVE,21.9.2025,,,,,,,
Liat,Friedman,,0523962808,Holon,,Social Media,CLOSED,11.4.2025,,,,,,,
Guy,Amar,guy.amar@outlook.com,0513050009,Ramat Gan,Acme Ltd,Cold Call,CLOSED,20.7.2025,,,,,,,
Dana,Shapiro,danashapiro@hotmail.com,0,Rishon Lezion,N/A,website,ACTIVE,18.8.2025,,,,,,,
Yael,Ben-David,yben-david@walla.co.il,07661159,Holon,Delta Systems,Cold Call,ACTIVE,1.5.2025,,,,,,,
Rachel,Levi,rachel.levi@yahoo.com,03312079,Beer Sheva,Acme Ltd.,,ACTIVE,25.10.2025,,,,,,,
Gal,Mizrahi,gmizrahi@outlook.com,0,Beer Sheva,TechCo,Social Media,ACTIVE,16.2.2025,,,,,,,
Moshe,Ben-David,moshe.ben-david@yahoo.com,0595280671,Jerusalem,TechCo,Social Media,CLOSED,3.2.2025,,,,,,,
Dor,Toledano,dortoledano@yahoo.com,0541159341,Ramat Gan,StartUp Co.,,ACTIVE,15.12.2025,,,,,,,
Sarah,Marom,smarom@walla.co.il,0587853764,Tel Aviv,Delta Systems,,ACTIVE,28.4.2025,,,,,,,
Noa,Sasson,noasasson@yahoo.com,0505811186,Rishon Lezion,Acme Ltd,,ACTIVE,22.7.2025,,,,,,,
Yossi,Peretz,yossi.peretz@yahoo.com,0598589583,Rishon Lezion,Sela Group,Social Media,CLOSED,28.3.2025,,,,,,,
Dana,Dahan,dana.dahan@walla.co.il,0,Tel Aviv,Nexus Israel,Cold Call,ACTIVE,13.10.2025,,,,,,,
Nir,Malka,nirmalka@hotmail.com,0593062630,Netanya,Acme Ltd,REFERRAL,ACTIVE,27.5.2025,,,,,,,
Maya,Biton,maya.biton@gmail.com,0553671220,Tel Aviv,Acme Ltd.,Cold Call,ACTIVE,3.12.2025,,,,,,,
Michal,Peretz,michal.peretz@yahoo.com,01566992,Tel Aviv,Acme Ltd.,Social Media,ACTIVE,11.6.2025,,,,,,,
Gal,Sasson,galsasson@gmail.com,07539613,Petah Tikva,TechCo,Cold Call,ACTIVE,2.1.2025,,,,,,,
Amit,Biton,amitbiton@hotmail.com,0,Netanya,,Social Media,ACTIVE,3.9.2025,,,,,,,
Avi,Malka,amalka@yahoo.com,0594293151,Tel Aviv,Globex Inc,,ACTIVE,20.5.2025,,,,,,,
Tal,Malka,talmalka@walla.co.il,0578526283,Haifa,Globex Inc,website,IN PROGRESS,10.4.2025,,,,,,,
Roni,Dahan,rdahan@gmail.com,04167014,Ramat Gan,Delta Systems,,ACTIVE,10.10.2025,,,,,,,
Hila,Azoulay,hilaazoulay@yahoo.com,0528567299,Tel Aviv,StartUp Co.,Social Media,ACTIVE,26.7.2025,,,,,,,
Omer,Biton  ,obiton@gmail.com,0551734135,Netanya,StartUp Co.,Website,CLOSED,13.7.2025,,,,,,,
Moshe,Toledano,moshe.toledano@outlook.com,0572642635,Herzliya,Sela Group,Event,CLOSED,2.7.2025,,,,,,,
Nir,Katz,,0522544788,Ramat Gan,StartUp Co.,Referral,ACTIVE,14.7.2025,,,,,,,
Eli,Mizrahi,elimizrahi@walla.co.il,05164153,Ramat Gan,Sela Group,REFERRAL,ACTIVE,7.6.2025,,,,,,,
Sarah,Rosenberg,sarahrosenberg@gmail.com,0587448209,Haifa,Globex Inc,Cold Call,ACTIVE,25.5.2025,,,,,,,
Liat,Malka,liat.malka@hotmail.com,0572756355,Jerusalem,,Website,ACTIVE,26.11.2025,,,,,,,
Nir,Cohen,,0589232235,Tel Aviv,Sela Group,Referral,IN PROGRESS,18.10.2025,,,,,,,
Amit,Gabai,agabai@walla.co.il,0526255795,Tel Aviv,N/A,Event,CLOSED,10.12.2025,,,,,,,
Itai,Avraham  ,itaiavraham@hotmail.com,0598722401,Petah Tikva,Acme Ltd.,Website,CLOSED,25.11.2025,,,,,,,
Shira,Rosenberg,shirarosenberg@yahoo.com,0595609255,Haifa,Acme Ltd,,ACTIVE,18.8.2025,,,,,,,
Adi,Toledano,atoledano@gmail.com,04028940,Holon,,Cold Call,INACTIVE,13.10.2025,,,,,,,
Nir,Levi,nlevi@gmail.com,0,Tel Aviv,TechCo,Event,IN PROGRESS,23.2.2025,,,,,,,
Itai,Katz,ikatz@outlook.com,0536359263,Haifa,TechCo,Social Media,ACTIVE,20.10.2025,,,,,,,
Nir,Cohen,nir.cohen@walla.co.il,0576217948,Herzliya,StartUp Co.,Cold Call,ACTIVE,20.7.2025,,,,,,,
Amit,Marom,amitmarom@hotmail.com,0537813872,Beer Sheva,TechCo,Cold Call,ACTIVE,1.12.2025,,,,,,,
Hila,Azoulay,hila.azoulay@hotmail.com,0593012893,Jerusalem,Nexus Israel,Event,ACTIVE,26.5.2025,,,,,,,
Moshe,Sasson,msasson@yahoo.com,0,Haifa,Globex Inc,Referral,INACTIVE,6.4.2025,,,,,,,
Liat,Marom,,0565040453,Haifa,,Cold Call,CLOSED,15.2.2025,,,,,,,
Yosef,Toledano,yoseftoledano@hotmail.com,0548434149,Netanya,StartUp Co.,Event,CLOSED,22.10.2025,,,,,,,
Moshe,Shapiro,moshe.shapiro@yahoo.com,0522966470,Tel Aviv,,Event,CLOSED,16.7.2025,,,,,,,
Moshe,Elbaz,melbaz@gmail.com,0521885520,Netanya,Acme Ltd.,Event,IN PROGRESS,1.9.2025,,,,,,,
Michal,Friedman,mfriedman@walla.co.il,0,Tel Aviv,TechCo,REFERRAL,INACTIVE,16.4.2025,,,,,,,
Rachel,Azoulay,rachelazoulay@yahoo.com,0553172932,Holon,Sela Group,Website,IN PROGRESS,6.5.2025,,,,,,,
Dor,Malka,dmalka@gmail.com,01920366,Herzliya,,REFERRAL,ACTIVE,3.7.2025,,,,,,,
Omer,Gabai,ogabai@yahoo.com,0524350371,,,Referral,ACTIVE,9.3.2025,,,,,,,
Roni,Ben-David,roni.ben-david@gmail.com,0,Rishon Lezion,Nexus Israel,Website,ACTIVE,26.5.2025,,,,,,,
Gal,Levi,gallevi@outlook.com,0555550953,Herzliya,Sela Group,website,ACTIVE,11.5.2025,,,,,,,
Amit,Dahan,amit.dahan@gmail.com,0,Ramat Gan,Acme Ltd.,Social Media,ACTIVE,5.12.2025,,,,,,,
Yosef,Marom,yosefmarom@yahoo.com,0572116387,Tel Aviv,Globex Inc,Cold Call,ACTIVE,22.2.2025,,,,,,,
Ron,Mizrahi,ronmizrahi@gmail.com,0571941452,Rishon Lezion,StartUp Co.,Event,ACTIVE,19.12.2025,,,,,,,
Hila,Cohen,hila.cohen@walla.co.il,0582162041,Petah Tikva,Delta Systems,Referral,ACTIVE,17.8.2025,,,,,,,
Shira,Ben-David,shira.ben-david@hotmail.com,0534161109,Haifa,Sela Group,REFERRAL,ACTIVE,23.5.2025,,,,,,,
David,Azoulay  ,dazoulay@gmail.com,03441119,Haifa,Delta Systems,Referral,INACTIVE,27.2.2025,,,,,,,
Amit,Avraham,aavraham@gmail.com,0523446335,Petah Tikva,Acme Ltd,REFERRAL,ACTIVE,26.7.2025,,,,,,,
Dor,Amar,damar@outlook.com,0579056009,Holon,Acme Ltd,website,ACTIVE,10.1.2025,,,,,,,
Dana,Friedman,dfriedman@gmail.com,0,Beer Sheva,Nexus Israel,Event,ACTIVE,9.4.2025,,,,,,,
Moshe,Ben-David,mosheben-david@hotmail.com,0554104675,Jerusalem,Sela Group,,ACTIVE,6.5.2025,,,,,,,
Tamar,Levi,tamarlevi@outlook.com,0574567412,Ramat Gan,,Event,ACTIVE,28.12.2025,,,,,,,
Moshe,Dahan,,0578783840,Petah Tikva,,website,CLOSED,2.10.2025,,,,,,,
Shani,Marom,SMAROM@OUTLOOK.COM,0,Holon,Delta Systems,Social Media,CLOSED,9.6.2025,,,,,,,
David,Toledano,david.toledano@hotmail.com,0506315807,Haifa,N/A,REFERRAL,CLOSED,18.10.2025,,,,,,,
Maya,Rosenberg,maya.rosenberg@hotmail.com,03041166,,StartUp Co.,Website,ACTIVE,14.5.2025,,,,,,,
Hila,Peretz,hperetz@hotmail.com,0,Herzliya,,website,ACTIVE,14.4.2025,,,,,,,
Tal,Sasson,tal.sasson@yahoo.com,0524466089,Holon,Nexus Israel,Cold Call,ACTIVE,10.9.2025,,,,,,,
Moshe,Avraham,mosheavraham@walla.co.il,0524288125,,N/A,Event,ACTIVE,15.5.2025,,,,,,,
Eli,Mizrahi,elimizrahi@gmail.com,01709080,Netanya,,Event,ACTIVE,1.12.2025,,,,,,,
Gal,Amar,,0567111131,Petah Tikva,,Social Media,ACTIVE,25.2.2025,,,,,,,
Ron,Ben-David,rben-david@walla.co.il,0552483374,Netanya,Delta Systems,Cold Call,ACTIVE,24.6.2025,,,,,,,
Shira,Rosenberg,shira.rosenberg@walla.co.il,0525109477,Ramat Gan,,Cold Call,IN PROGRESS,16.10.2025,,,,,,,
Moshe,Friedman,moshefriedman@yahoo.com,0587460044,Petah Tikva,Acme Ltd.,Event,ACTIVE,9.1.2025,,,,,,,
Amit,Sasson,amit.sasson@outlook.com,0527711798,Herzliya,Acme Ltd.,,IN PROGRESS,21.4.2025,,,,,,,
Rachel,Biton,rachelbiton@outlook.com,0,Tel Aviv,Nexus Israel,Referral,CLOSED,3.9.2025,,,,,,,
Nir,Peretz,nir.peretz@walla.co.il,08296647,Ramat Gan,Nexus Israel,REFERRAL,ACTIVE,22.8.2025,,,,,,,
Yossi,Marom,yossi.marom@hotmail.com,0551913231,Tel Aviv,Nexus Israel,Referral,CLOSED,2.2.2025,,,,,,,
Eli,Friedman,eli.friedman@outlook.com,0555506484,Tel Aviv,,REFERRAL,ACTIVE,23.10.2025,,,,,,,
Shira,Katz,shira.katz@gmail.com,0528478868,Beer Sheva,TechCo,Referral,ACTIVE,22.2.2025,,,,,,,
Sarah,Azoulay,sazoulay@hotmail.com,04291928,Netanya,StartUp Co.,REFERRAL,CLOSED,8.8.2025,,,,,,,
Dana,Rosenberg,dana.rosenberg@hotmail.com,0539507858,Tel Aviv,Globex Inc,REFERRAL,INACTIVE,22.4.2025,,,,,,,
Dor,Marom,dormarom@outlook.com,0532406225,Rishon Lezion,Acme Ltd.,Event,ACTIVE,26.12.2025,,,,,,,
Dor,Gabai,dorgabai@gmail.com,0556603139,Haifa,Acme Ltd,Website,ACTIVE,21.2.2025,,,,,,,
Dana,Avraham,danaavraham@gmail.com,0548091769,Herzliya,N/A,Website,IN PROGRESS,24.1.2025,,,,,,,
Yossi,Malka,yossimalka@outlook.com,0532791327,Holon,StartUp Co.,Website,INACTIVE,3.6.2025,,,,,,,
Tamar,Sasson,tamar.sasson@outlook.com,09906476,Ramat Gan,,website,CLOSED,8.5.2025,,,,,,,
Yosef,Avraham,YOSEF.AVRAHAM@WALLA.CO.IL,0594976500,Herzliya,,REFERRAL,ACTIVE,17.2.2025,,,,,,,
Eli,Biton,elibiton@yahoo.com,0506502743,Tel Aviv,Nexus Israel,Event,ACTIVE,8.8.2025,,,,,,,
Ron,Gabai,ron.gabai@gmail.com,0516061668,Netanya,Sela Group,Social Media,CLOSED,28.2.2025,,,,,,,
Tamar,Sasson,tamar.sasson@hotmail.com,0585487758,Ramat Gan,Delta Systems,Website,ACTIVE,4.9.2025,,,,,,,
Shani,Marom,smarom@outlook.com,0514767844,Holon,Delta Systems,Social Media,CLOSED,9.6.2025,,,,,,,
Liat,Katz  ,lkatz@yahoo.com,0569706817,Ramat Gan,N/A,,INACTIVE,23.7.2025,,,,,,,
Liat,Amar,liat.amar@walla.co.il,03810946,Petah Tikva,Acme Ltd.,,INACTIVE,9.8.2025,,,,,,,
Yossi,Friedman,yossifriedman@hotmail.com,0577233861,Beer Sheva,Acme Ltd,REFERRAL,ACTIVE,13.8.2025,,,,,,,
David,Mizrahi,david.mizrahi@outlook.com,08098163,Herzliya,Sela Group,Social Media,ACTIVE,8.2.2025,,,,,,,
Avi,Sasson,avisasson@yahoo.com,0582607296,Haifa,Acme Ltd,Event,CLOSED,19.7.2025,,,,,,,
Michal,Ben-David,mben-david@outlook.com,0547848947,Haifa,Nexus Israel,REFERRAL,IN PROGRESS,16.9.2025,,,,,,,
Sarah,Malka,sarah.malka@outlook.com,0581220120,Ramat Gan,Acme Ltd,Event,IN PROGRESS,12.7.2025,,,,,,,
Maya,Biton,maya.biton@hotmail.com,0,Tel Aviv,TechCo,website,INACTIVE,1.9.2025,,,,,,,
Shira,Dahan,shiradahan@yahoo.com,0528505009,Haifa,Nexus Israel,website,ACTIVE,13.11.2025,,,,,,,
Rachel,Gabai,rgabai@walla.co.il,0566346113,Beer Sheva,Acme Ltd.,Event,INACTIVE,5.2.2025,,,,,,,
Ron,Mizrahi,rmizrahi@outlook.com,0528492775,Haifa,StartUp Co.,,IN PROGRESS,3.6.2025,,,,,,,
Rachel,Gabai,rachel.gabai@walla.co.il,0506297143,Petah Tikva,,Event,ACTIVE,17.6.2025,,,,,,,
Moshe,Malka,mmalka@walla.co.il,0552045698,Rishon Lezion,TechCo,website,CLOSED,2.12.2025,,,,,,,
Adi,Azoulay,aazoulay@gmail.com,0501003575,Holon,TechCo,Referral,ACTIVE,20.8.2025,,,,,,,
Avi,Gabai,avi.gabai@gmail.com,09778387,Beer Sheva,Nexus Israel,,ACTIVE,23.1.2025,,,,,,,
Omer,Levi,omer.levi@walla.co.il,0512885284,Beer Sheva,,Website,CLOSED,7.6.2025,,,,,,,
Michal,Cohen,mcohen@hotmail.com,05208305,Tel Aviv,Delta Systems,Referral,ACTIVE,3.5.2025,,,,,,,
Sarah,Friedman,sfriedman@walla.co.il,05474003,Tel Aviv,Nexus Israel,Website,ACTIVE,26.12.2025,,,,,,,
Noa,Shapiro,nshapiro@yahoo.com,0568775970,Herzliya,,,ACTIVE,13.10.2025,,,,,,,
Dor,Azoulay,dor.azoulay@outlook.com,0562953294,Ramat Gan,N/A,Social Media,ACTIVE,25.4.2025,,,,,,,
Nir,Azoulay,nirazoulay@outlook.com,02279015,Ramat Gan,Nexus Israel,Cold Call,ACTIVE,14.3.2025,,,,,,,
Sarah,Gabai,sarah.gabai@hotmail.com,06368057,Holon,Nexus Israel,Cold Call,INACTIVE,6.6.2025,,,,,,,
Shira,Elbaz,selbaz@gmail.com,0514683937,Beer Sheva,Nexus Israel,,INACTIVE,13.7.2025,,,,,,,
Nir,Avraham,nir.avraham@walla.co.il,0548882947,Haifa,Acme Ltd.,REFERRAL,IN PROGRESS,13.3.2025,,,,,,,
Moshe,Cohen,moshe.cohen@yahoo.com,0575299055,Beer Sheva,Nexus Israel,Website,ACTIVE,19.5.2025,,,,,,,
Dor,Ben-David,dorben-david@gmail.com,0544515255,Haifa,Delta Systems,,IN PROGRESS,10.11.2025,,,,,,,
Gal,Cohen,gal.cohen@walla.co.il,0571816653,Haifa,StartUp Co.,REFERRAL,ACTIVE,20.10.2025,,,,,,,
Hila,Mizrahi,hmizrahi@walla.co.il,0593129875,Herzliya,StartUp Co.,Event,ACTIVE,12.2.2025,,,,,,,
Roni,Ben-David,roniben-david@walla.co.il,09196783,Haifa,Delta Systems,Social Media,ACTIVE,18.3.2025,,,,,,,
Moshe,Sasson,msasson@gmail.com,07830683,Rishon Lezion,Sela Group,website,INACTIVE,3.5.2025,,,,,,,
Shira,Gabai,shiragabai@outlook.com,07790046,Jerusalem,N/A,website,ACTIVE,9.12.2025,,,,,,,
Tamar,Rosenberg,tamarrosenberg@yahoo.com,0502020480,Ramat Gan,Nexus Israel,Cold Call,ACTIVE,5.2.2025,,,,,,,
Shani,Gabai,shani.gabai@walla.co.il,0527544141,Jerusalem,,website,ACTIVE,15.6.2025,,,,,,,
Shani,Levi,shanilevi@walla.co.il,0513073281,Haifa,TechCo,website,CLOSED,16.6.2025,,,,,,,
Dana,Friedman,dana.friedman@outlook.com,0513226333,Herzliya,Sela Group,Referral,ACTIVE,13.4.2025,,,,,,,
Itai,Malka,itai.malka@yahoo.com,0545815154,Haifa,N/A,Cold Call,ACTIVE,15.7.2025,,,,,,,
Ron,Amar,ron.amar@yahoo.com,0523304606,Petah Tikva,TechCo,REFERRAL,ACTIVE,2.11.2025,,,,,,,
Gal,Azoulay,galazoulay@yahoo.com,0505739487,Tel Aviv,Acme Ltd,website,ACTIVE,4.11.2025,,,,,,,
Itai,Avraham,itai.avraham@gmail.com,0544610673,Rishon Lezion,,,ACTIVE,6.11.2025,,,,,,,
Gal,Biton,galbiton@walla.co.il,0599300525,Rishon Lezion,Delta Systems,Website,ACTIVE,11.8.2025,,,,,,,
Adi,Gabai,adigabai@gmail.com,09606553,Tel Aviv,Sela Group,Cold Call,ACTIVE,26.5.2025,,,,,,,
Liat,Avraham  ,lavraham@outlook.com,0,Netanya,Acme Ltd,Referral,ACTIVE,4.5.2025,,,,,,,
Maya,Shapiro,mshapiro@outlook.com,0598936405,Herzliya,StartUp Co.,Website,ACTIVE,16.12.2025,,,,,,,
Dor,Sasson,dorsasson@gmail.com,0564616231,Herzliya,Acme Ltd.,REFERRAL,CLOSED,26.3.2025,,,,,,,
